species;speciesKey;lat;lon;HFP09;Elevation;continents;Status;IUCNonly;time_period
Oncidium gramineum;5826347;-0.7531;-77.6288;2.41507601737976;1060.0;{'SOUTHERN AMERICA'};EXT;False;2081/2100
Oncidium weddellii;5322007;-14.8228;-68.1911;1.25021421909332;1774.0;{'SOUTHERN AMERICA'};EXT;False;2081/2100
Oreorchis aurantiaca;2833948;25.8375;97.3717;13.0002470016479;333.0;{'ASIA-TROPICAL'};EXT;False;2061/2080
Orestias micrantha;5322774;2.5479000000000003;9.866033333333334;7.175673484802246;837.6666666666666;{'AFRICA'};EXT;False;2041/2060
Orestias stelidostachya;5322776;0.27552000000000004;6.58496;7.2851036071777315;1328.0;{'AFRICA'};EXT;False;2041/2060
Orleanesia maculata;2838071;6.2333;-64.4333;0.0;259.0;{'SOUTHERN AMERICA'};EXT;False;2081/2100
Ornithocephalus cujeticola;7858347;-8.3167;-65.6833;0.0;83.0;{'SOUTHERN AMERICA'};EXT;False;2081/2100
Ornithocephalus garayi;5321644;-10.84;-75.29;10.2196292877197;780.0;{'SOUTHERN AMERICA'};EXT;False;2081/2100
Otoglossum virolinense;7701709;6.0982;-73.1892;9.0;1822.0;{'SOUTHERN AMERICA'};EXT;False;2081/2100
Pabstiella villosisepala;6314832;-19.9311;-40.6836;14.0;856.0;{'SOUTHERN AMERICA'};EXT;False;2081/2100
Pelexia goninensis;2817851;2.965;-54.605000000000004;0.0;250.5;{'SOUTHERN AMERICA'};EXT;False;2081/2100
Phragmipedium besseae;2814289;-2.9366;-78.4021;7.00007057189941;1054.0;{'SOUTHERN AMERICA'};EXT;True;2081/2100
Pinalia bicolor;5314077;6.84;80.82;16.6814861297607;1998.0;{'ASIA-TROPICAL'};EXT;False;2081/2100
Platycoryne alinae;2798625;7.3333;13.6667;4.75750732421875;1131.0;{'AFRICA'};EXT;False;2041/2060
